转债代码,转债名称,股票代码,股票名称,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌.1,剩余本息,转股价格,转股溢价率,转股价值,距离转股日,剩余年限,回售年限,转债余额,转债成交额,转债换手率,余额/市值,余额/股本,股票市值,P/B,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,老式双低,老式排名,新式双低,新式排名,热门度,日期
123158,N宙邦转,300037,新宙邦,能源电力,电力设备,129.999,30.00%,0.00%,44.01,-0.16%,115.1,42.77,26.30%,102.9,5月8天,5.93年,3.93年,19.7,250,9.80%,6.00%,6.20%,327,4.32,-2.07%,-2.50%,-5.43%,-5.58%,88.28,91.49,0.56,AA,4.02%,157.1,183,65.6,226,1,2022/10/21
118019,金盘转债,688676,金盘科技,能源电力,电力设备,152.028,1.97%,0.26%,41.33,3.38%,115.1,34.76,27.90%,118.9,5月0天,5.90年,3.90年,9.77,848,57.00%,5.60%,6.60%,176,7.09,-4.68%,-5.10%,-9.06%,-9.20%,88.37,91.59,0.66,AA,4.02%,185.2,381,93.6,380,1,2022/10/21
113062,常银转债,601128,常熟银行,金融,银行行业,117.485,-0.01%,0.43%,7.72,0.78%,110.6,8.08,23.00%,95.54,4月29天,5.90年,无权,60,177,2.50%,28.40%,27.10%,212,1.02,-1.03%,-1.36%,无权,无权,无权,90.43,0.53,AA+,3.52%,139.4,41,49,98,1,2022/10/21
110088,淮22转债,600985,淮北矿业,煤炭,煤炭开采,129.044,0.81%,-0.12%,15.54,1.24%,111,15.17,26.00%,102.44,4月28天,5.89年,3.89年,30,577,14.90%,7.80%,8.00%,386,1.3,-2.56%,-2.89%,-5.32%,-5.47%,90.73,91.87,0.56,AAA,3.32%,155.6,166,63.8,209,1,2022/10/21
113656,嘉诚转债!,603535,嘉诚国际,交通运输,物流业,116.27,-0.46%,0.28%,18.64,-0.32%,120,22.98,43.30%,81.11,4月15天,5.86年,3.86年,8,16,1.70%,18.40%,14.90%,43,1.41,0.55%,-0.04%,-2.90%,-3.06%,81.5,85.21,0.54,AA-,6.12%,151.4,125,66.2,233,1,2022/10/21
123157,科蓝转债,300663,科蓝软件,计算机及应用,软件开发,121.3,-0.86%,0.51%,14.18,-0.63%,120.3,16.02,37.00%,88.51,4月14天,5.85年,3.85年,4.95,26,4.30%,7.50%,6.70%,66,5.92,-0.14%,-0.73%,-3.92%,-4.07%,81.56,85.46,0.55,AA-,6.12%,154.1,146,68.6,244,3,2022/10/21
127071,天箭转债!,3009,中天火箭,航空航天,航空航天行业,119.369,-0.15%,-0.07%,41.23,-0.53%,112.2,53.11,53.80%,77.63,4月7天,5.83年,3.83年,4.95,7.6,1.30%,7.70%,6.00%,64,4.51,-1.07%,-1.44%,-3.71%,-3.83%,89.49,91.95,0.42,AA+,3.52%,161.1,228,69.2,250,2,2022/10/21
118018,瑞科转债!,688323,瑞华泰,化工,橡胶塑料,117.045,0.06%,0.75%,22.86,1.51%,114.5,30.98,58.60%,73.79,4月4天,5.82年,3.82年,4.3,9.2,1.80%,10.50%,7.70%,41,4.59,-0.38%,-0.82%,-3.17%,-3.31%,78.13,76.78,0.54,A+,7.22%,160.3,218,82.2,344,2,2022/10/21
127070,大中转债,1203,大中矿业,钢铁,铁矿石,127.512,-13.30%,12.60%,11.97,-1.24%,117.1,11.36,21.00%,105.37,4月3天,5.82年,3.82年,15.2,2297,112%,8.40%,8.90%,181,3.14,-1.48%,-1.98%,-5.11%,-5.27%,88.66,93.48,0.55,AA,4.02%,149.7,109,56.2,140,1,2022/10/21
123156,博汇转债,300839,博汇股份,石油天然气,石油,123.77,-0.59%,0.14%,14.06,-0.71%,121.3,15.05,32.50%,93.42,4月2天,5.81年,3.81年,3.97,4.3,0.90%,16.10%,15.00%,25,2.79,-0.35%,-0.97%,-4.24%,-4.44%,79.25,81.58,0.63,A+,7.22%,154.1,147,72.5,282,4,2022/10/21
123155,中陆转债!,301040,中环海陆,能源电力,风能,118.88,0.40%,0.53%,22.24,1.92%,121.5,31.8,70.00%,69.94,4月0天,5.80年,3.80年,3.6,19,4.30%,16.20%,11.30%,22,2.33,0.38%,-0.25%,-3.24%,-3.44%,79.4,81.8,0.48,A+,7.22%,167.8,298,86,364,3,2022/10/21
127068,顺博转债!,2996,顺博合金,有色金属,铝金属,116.801,0.43%,-1.26%,13.73,-2.00%,113.5,20.43,73.80%,67.21,4月0天,5.80年,3.80年,8.3,6.5,0.70%,13.80%,9.30%,60,2.56,-0.50%,-0.92%,-2.94%,-3.12%,82.19,80.96,0.42,AA-,6.12%,166.4,288,84.2,355,1,2022/10/21
127069,小熊转债,2959,小熊电器,家电,小家电,123.89,-0.64%,-0.38%,47.34,-1.89%,121.1,55.23,44.50%,85.71,3月28天,5.80年,3.80年,5.36,2.1,0.30%,7.30%,6.20%,74,3.48,-0.40%,-1.01%,-4.34%,-4.52%,82.35,86.39,0.54,AA-,6.12%,162.1,237,75.7,305,2,2022/10/21
111006,嵘泰转债,605133,嵘泰股份,汽车,零部件制造,132.588,-0.39%,2.79%,28.84,4.15%,120.3,31.18,43.30%,92.5,3月27天,5.80年,3.80年,6.51,159,18.10%,13.90%,12.90%,47,2.71,-1.69%,-2.27%,-6.06%,-6.22%,82.04,85.76,0.58,AA-,6.12%,172.7,333,86.9,368,1,2022/10/21
118017,深科转债,688328,深科达,机械装备制造,专用设备,125.516,-1.43%,0.51%,23.41,-1.56%,121.1,26.68,43.00%,87.74,3月22天,5.79年,3.79年,3.6,10,2.30%,19.00%,16.70%,19,2.46,-0.63%,-1.24%,-4.67%,-4.85%,79.12,81.51,0.59,A+,7.22%,163.3,250,81.8,343,2,2022/10/21
118016,京源转债,688096,京源环保,城市公用设施,三废处理,119.149,-0.16%,0.63%,12.4,0.73%,121.7,13.93,33.90%,89.02,3月23天,5.78年,3.78年,3.33,3.2,0.80%,24.80%,22.10%,13,1.72,0.37%,-0.27%,-3.27%,-3.48%,76.85,77.89,0.64,A,8.22%,149.3,107,71.4,270,4,2022/10/21
123154,火星转债!,300894,火星人,家电,家电行业,118.12,-0.02%,-0.56%,25.54,-1.24%,120.3,34.29,58.60%,74.48,3月23天,5.78年,3.78年,5.29,3.5,0.60%,5.10%,3.80%,103,6.92,0.32%,-0.28%,-3.28%,-3.45%,82.12,85.85,0.46,AA-,6.12%,161.8,235,75.9,308,3,2022/10/21
113655,欧22转债,603833,欧派家居,其他,家居用品,128.902,-0.47%,-1.56%,99,-5.35%,117.1,125.46,63.40%,78.91,3月23天,5.78年,3.78年,20,29,1.10%,3.30%,2.60%,603,4.16,-1.67%,-2.18%,-5.42%,-5.58%,88.78,93.6,0.38,AA,4.02%,178.9,362,85.3,359,1,2022/10/21
113654,永02转债,603901,永创智能,机械装备制造,专用设备,128.663,1.10%,0.02%,13.6,1.80%,118.2,14.07,33.10%,96.66,3月20天,5.78年,3.78年,6.11,45,5.70%,9.20%,8.90%,66,2.98,-1.48%,-2.01%,-5.39%,-5.55%,82.04,84.35,0.63,AA-,6.12%,160.7,222,76.3,315,1,2022/10/21
113653,永22转债,603681,永冠新材,化工,其他,123.811,-0.28%,0.84%,22.75,1.02%,121,26.81,45.90%,84.86,3月13天,5.76年,3.76年,7.7,7.2,0.80%,17.70%,15.00%,43,1.85,-0.41%,-1.02%,-4.40%,-4.57%,82.48,86.52,0.55,AA-,6.12%,162.8,246,76.2,312,1,2022/10/21
113652,伟22转债!,603568,伟明环保,城市公用设施,三废处理,119,-1.33%,-0.70%,19.98,-7.80%,114.7,32.85,95.70%,60.82,3月9天,5.75年,3.75年,14.8,9.4,0.50%,4.40%,2.70%,339,3.85,-0.65%,-1.10%,-3.59%,-3.74%,88.54,91.78,0.26,AA,4.02%,177.2,355,85.4,360,1,2022/10/21
127067,恒逸转2!,703,恒逸石化,石油天然气,石油,111.981,-0.38%,0.29%,7.11,-0.28%,113.2,10.5,65.40%,67.71,3月6天,5.74年,3.74年,30,11,0.30%,11.50%,7.80%,261,0.94,0.19%,-0.22%,-2.20%,-2.33%,89.76,93.04,0.31,AA+,3.52%,156.2,175,63.2,204,2,2022/10/21
123153,英力转债!,300956,英力股份,电子,电子产品,118.81,-0.27%,0.27%,14.96,0.00%,121.5,19.24,52.80%,77.75,3月6天,5.74年,3.74年,3.4,6.9,1.70%,17.20%,13.40%,20,1.78,0.40%,-0.24%,-3.28%,-3.48%,79.74,82.14,0.56,A+,7.22%,159.9,215,77.7,332,4,2022/10/21
123152,润禾转债,300727,润禾材料,化工,化工,132.421,-0.48%,-0.19%,27.98,-1.10%,124.5,29.27,38.50%,95.59,3月6天,5.74年,4.74年,2.92,14,3.60%,8.20%,7.90%,36,4.96,-1.09%,-1.79%,-4.31%,-4.56%,76.44,84.15,0.62,A+,7.22%,169.2,311,85.1,357,3,2022/10/21
118015,芯海转债!,688595,芯海科技,电子,芯片制造,119.692,-1.16%,0.89%,37.98,-0.60%,121.5,56,76.50%,67.82,3月6天,5.74年,3.74年,4.1,17,3.50%,7.60%,5.20%,54,5.38,0.27%,-0.37%,-3.44%,-3.65%,79.81,82.16,0.46,A+,7.22%,171.6,327,89.4,377,4,2022/10/21
113651,松霖转债!,603992,松霖科技,其他,家居用品,123.213,-0.40%,0.08%,13.68,-0.73%,117.1,16.58,49.30%,82.51,3月5天,5.74年,3.74年,6.1,4,0.50%,11.10%,9.20%,55,2.33,-0.90%,-1.41%,-4.37%,-4.54%,88.93,93.76,0.45,AA,4.02%,163.9,259,70.2,259,1,2022/10/21
118014,高测转债,688556,高测股份,能源电力,太阳能,143.117,-0.77%,1.23%,92.62,0.66%,114.2,84.81,31.00%,109.21,3月1天,5.74年,3.74年,4.83,91,13.20%,2.30%,2.50%,211,15.32,-3.91%,-4.33%,-8.16%,-8.28%,78.51,77.03,0.69,A+,7.22%,177,354,98.5,390,3,2022/10/21
113061,拓普转债,601689,拓普集团,汽车,零部件制造,137.904,-0.20%,1.79%,70.1,2.94%,114.5,71.38,40.40%,98.21,2月29天,5.72年,3.72年,25,63,1.80%,3.20%,3.20%,773,7.03,-3.24%,-3.67%,-7.26%,-7.39%,90.1,94.2,0.54,AA+,3.52%,177.6,357,83.4,350,2,2022/10/21
118013,道通转债,688208,道通科技,汽车,零部件制造,125.824,0.26%,-0.03%,30.41,0.50%,120.1,34.73,43.70%,87.56,2月23天,5.71年,3.71年,12.8,23,1.40%,9.30%,8.20%,137,4.71,-0.83%,-1.42%,-4.93%,-5.09%,89.04,96.28,0.45,AA,4.02%,164.1,264,67.8,241,3,2022/10/21
127066,科利转债!,2850,科达利,汽车,零部件制造,115.065,-0.98%,0.26%,87.76,-2.79%,115.1,159.35,109%,55.07,2月25天,5.71年,3.71年,15.3,13,0.70%,7.50%,4.10%,205,4.18,0.01%,-0.47%,-2.69%,-2.86%,89.04,92.29,0.26,AA,4.02%,175.1,350,82.8,346,2,2022/10/21
118012,微芯转债,688321,微芯生物,医药,化学制药,129.365,-0.36%,0.78%,23.46,0.69%,121.5,25.36,39.80%,92.51,2月20天,5.70年,3.70年,5,3.1,0.50%,5.20%,4.80%,96,6.8,-1.12%,-1.75%,-5.44%,-5.64%,79.98,82.39,0.61,A+,7.22%,166.2,285,83.8,354,4,2022/10/21
118011,银微转债!,688689,银河微电,电子,元器件制造,119.746,-1.26%,0.68%,24.9,-1.03%,121.4,31.95,53.60%,77.93,2月18天,5.70年,3.70年,5,17,2.80%,15.60%,12.20%,32,2.94,0.25%,-0.40%,-3.52%,-3.72%,79.98,82.34,0.56,A+,7.22%,161.6,232,79.2,336,5,2022/10/21
113650,博22转债!,603916,苏博特,建筑,其他建材,115.802,-0.34%,0.21%,16.18,-0.31%,120.3,23.95,71.40%,67.56,2月16天,5.69年,3.69年,8,3.7,0.40%,11.80%,7.90%,68,1.73,0.68%,0.07%,-2.86%,-3.03%,82.59,86.34,0.42,AA-,6.12%,164,262,77.7,331,2,2022/10/21
123151,康医转债!,300869,康泰医学,医药,医疗器械,120.13,-1.22%,-2.17%,24.99,-5.73%,121.6,28.22,35.70%,88.55,2月18天,5.69年,3.69年,7,166,19.70%,7.00%,6.20%,100,5.53,0.22%,-0.43%,-3.58%,-3.79%,80.13,82.54,0.59,A+,7.22%,151.7,127,69.2,251,4,2022/10/21
123150,九强转债,300406,九强生物,医药,医疗器械,131.099,-1.08%,1.59%,18.15,0.83%,115.6,17.63,27.30%,102.95,2月15天,5.69年,3.69年,11.4,10,0.70%,10.70%,11.00%,107,3.58,-2.23%,-2.70%,-5.95%,-6.12%,82.64,83.01,0.62,AA-,6.12%,159.2,208,76.2,311,2,2022/10/21
118010,洁特转债!,688026,洁特生物,医药,生物制药,118.369,-0.32%,-0.30%,29.94,-1.48%,115.1,48.23,90.70%,62.08,2月13天,5.68年,3.68年,4.4,3,0.60%,10.50%,6.50%,42,4.24,-0.50%,-0.97%,-3.43%,-3.60%,79.41,78.05,0.42,A+,7.22%,174.7,348,95.2,381,3,2022/10/21
113649,丰山转债,603810,丰山集团,化工,农化,134.362,1.48%,2.65%,16.96,5.87%,120.4,13.8,9.30%,122.9,2月10天,5.68年,3.68年,5,120,17.90%,18.20%,22.30%,28,1.88,-1.95%,-2.54%,-6.56%,-6.72%,82.73,86.48,0.7,AA-,6.12%,145.8,81,59.3,168,6,2022/10/21
118009,华锐转债!,688059,华锐精密,机械装备制造,通用设备,133.503,-0.39%,-0.95%,114.12,-2.25%,119.1,130.91,53.10%,87.17,2月8天,5.67年,3.67年,4,21,4.00%,8.00%,6.90%,50,5.45,-2.03%,-2.59%,-6.34%,-6.52%,79.8,80.87,0.59,A+,7.22%,179.8,366,99,391,4,2022/10/21
118008,海优转债!,688680,海优新材,能源电力,太阳能,125.771,-0.39%,1.72%,170.26,2.70%,120.3,217.42,60.60%,78.31,2月7天,5.67年,3.67年,6.94,35,4.00%,4.90%,3.80%,143,5.81,-0.79%,-1.40%,-5.00%,-5.16%,82.54,86.42,0.49,AA-,6.12%,173.2,338,86.8,367,3,2022/10/21
110087,天业转债!,600075,新疆天业,化工,化工,117.655,-0.32%,0.47%,5.77,0.35%,112.5,6.9,40.70%,83.62,2月7天,5.67年,3.67年,30,8.1,0.20%,30.50%,25.50%,99,0.97,-0.80%,-1.19%,-3.43%,-3.57%,90.28,92.75,0.43,AA+,3.52%,151.7,126,58.9,164,3,2022/10/21
111005,富春转债!,605189,富春染织,服装纺织,纺织行业,118.251,-0.10%,0.52%,19.63,0.77%,113.4,23.19,39.70%,84.65,2月7天,5.67年,3.67年,5.7,3.4,0.50%,23.30%,19.70%,24,1.54,-0.75%,-1.17%,-3.42%,-3.59%,82.67,81.51,0.55,AA-,6.12%,151.9,130,69.2,252,3,2022/10/21
127065,瑞鹄转债,2997,瑞鹄模具,汽车,零部件制造,162.599,-0.91%,1.83%,23.4,1.25%,121.4,17.36,20.60%,134.79,2月6天,5.66年,3.66年,4.4,373,51.60%,10.20%,13.80%,43,3.65,-5.12%,-5.71%,-10.70%,-10.80%,80.1,82.51,0.73,A+,7.22%,190.4,387,107.9,399,4,2022/10/21
123149,通裕转债,300185,通裕重工,机械装备制造,通用设备,126.763,0.80%,0.22%,2.63,1.94%,117.1,2.77,33.50%,94.95,2月4天,5.66年,3.66年,14.8,27,1.40%,14.50%,13.80%,102,1.57,-1.41%,-1.93%,-5.18%,-5.34%,89.22,94.07,0.53,AA,4.02%,158.6,203,64.5,221,2,2022/10/21
123148,上能转债,300827,上能电气,能源电力,太阳能,219.27,1.28%,4.64%,66.38,7.03%,118.1,36.31,19.90%,182.81,58天,5.64年,3.64年,4.2,2202,236%,2.70%,4.90%,158,17.58,-10.60%,-11.00%,-16.80%,-16.90%,79.95,80.35,0.84,A+,7.22%,255.7,411,175.4,414,5,2022/10/21
113060,浙22转债,601878,浙商证券,金融,证券行业,125.19,0.99%,0.37%,10.32,2.58%,109.7,10.49,27.30%,98.38,58天,5.64年,无权,70,274,3.10%,17.50%,17.20%,400,1.59,-2.34%,-2.65%,无权,无权,无权,91.46,0.53,AAA,3.32%,152,131,60.5,182,3,2022/10/21
123147,中辰转债,300933,中辰股份,能源电力,电力设备,128.1,0.63%,0.21%,8.38,1.33%,120.1,7.78,18.90%,107.71,44天,5.60年,3.60年,5.71,13,1.70%,14.80%,16.00%,38,2.76,-1.16%,-1.77%,-5.55%,-5.71%,82.83,86.6,0.63,AA-,6.12%,148.5,101,61.9,194,6,2022/10/21
113059,福莱转债!,601865,福莱特,能源电力,太阳能,126.351,0.05%,0.10%,32.8,0.43%,117.1,43.94,69.30%,74.65,36天,5.57年,3.57年,40,6.8,0.10%,5.70%,4.20%,704,5.47,-1.38%,-1.90%,-5.21%,-5.38%,89.52,94.38,0.36,AA,4.02%,178.1,359,83.7,352,3,2022/10/21
127064,杭氧转债,2430,杭氧股份,机械装备制造,专用设备,171.449,1.15%,0.36%,39.89,2.02%,112.5,28.69,23.30%,139.04,33天,5.57年,3.57年,11.4,234,12.10%,2.90%,4.00%,392,5.2,-7.38%,-7.74%,-12.30%,-12.40%,90.58,93.05,0.75,AA+,3.52%,203.9,400,110.8,400,2,2022/10/21
123146,中环转2!,300692,中环环保,城市公用设施,三废处理,116.497,-0.43%,0.27%,6.72,-0.30%,121,7.47,29.50%,89.96,22天,5.54年,3.54年,8.64,4.3,0.40%,30.30%,27.30%,28,1.38,0.70%,0.05%,-3.06%,-3.26%,83.58,87.68,0.55,AA-,6.12%,143,59,55.4,134,10,2022/10/21
113648,巨星转债!,603477,巨星农牧,农业,畜牧业,127.537,-1.86%,2.59%,25.47,1.15%,115.75,25.24,26.40%,100.91,8天,5.51年,3.51年,10,137,10.60%,7.80%,7.80%,129,4.3,-1.78%,-2.27%,-5.48%,-5.67%,83.71,84.06,0.63,AA-,6.12%,154.2,149,70.1,258,4,2022/10/21
110086,精工转债,600496,精工钢构,建筑,建筑工程,119.627,0.39%,-0.18%,4.21,0.48%,117.1,4.96,40.90%,84.88,5.8天,5.50年,3.50年,20,11,0.50%,23.60%,20.00%,85,1.1,-0.39%,-0.94%,-3.88%,-4.06%,89.79,94.67,0.45,AA,4.02%,154.4,152,59.7,171,4,2022/10/21
127063,贵轮转债,589,贵州轮胎,汽车,零部件制造,123.742,0.97%,-1.34%,4.34,-0.69%,115.1,4.6,31.20%,94.35,5.8天,5.50年,3.50年,18,15,0.70%,36.10%,34.10%,50,0.82,-1.33%,-1.81%,-4.77%,-4.94%,89.79,93.06,0.53,AA,4.02%,153.1,141,60.1,179,4,2022/10/21
113647,禾丰转债!,603609,禾丰股份,农业,畜牧业,130.756,0.31%,0.57%,12.01,1.35%,117.1,10.26,11.70%,117.06,5.8天,5.50年,3.50年,15,89,4.50%,13.60%,16.00%,110,1.69,-2.02%,-2.55%,-6.20%,-6.37%,89.79,94.67,0.65,AA,4.02%,144.5,70,49.8,101,3,2022/10/21
127062,垒知转债!,2398,垒知集团,建筑,其他建材,117.261,0.11%,-0.44%,5.75,-0.69%,120.5,7.75,58.00%,74.19,4.8天,5.49年,3.49年,3.96,6.5,1.40%,9.60%,7.10%,41,1.18,0.51%,-0.14%,-3.30%,-3.49%,83.73,87.53,0.48,AA-,6.12%,160.3,219,72.8,284,9,2022/10/21
123145,药石转债,300725,药石科技,医药,化学制药,128.049,-1.69%,0.95%,80.67,-1.62%,115.1,92.88,47.40%,86.85,3.8天,5.49年,3.49年,11.5,127,8.60%,7.10%,6.20%,161,6.94,-1.96%,-2.43%,-5.67%,-5.84%,89.81,93.08,0.45,AA,4.02%,169.2,310,76.2,309,4,2022/10/21
127061,美锦转债!,723,美锦能源,煤炭,焦化,111.641,-0.32%,-0.09%,9.55,-0.93%,123.6,12.93,51.20%,73.86,3.8天,5.49年,3.49年,35.9,29,0.70%,8.70%,6.40%,413,3.14,1.90%,1.17%,-2.06%,-2.24%,83.44,89.72,0.44,AA-,6.12%,149.4,108,59.7,170,11,2022/10/21
127060,湘佳转债,2982,湘佳股份,农业,畜牧业,125.222,1.44%,0.58%,42.34,2.99%,114.2,42.56,25.90%,99.48,2.8天,5.49年,3.49年,6.4,49,6.20%,14.80%,14.80%,43,2.67,-1.69%,-2.14%,-5.27%,-5.41%,79.87,78.36,0.68,A+,7.22%,151,121,71.1,267,4,2022/10/21
113644,艾迪转债!,603638,艾迪精密,机械装备制造,专用设备,113.275,-0.35%,0.40%,14.85,0.13%,120.3,23.84,81.90%,62.29,已到,5.48年,3.48年,10,2.4,0.20%,8.00%,5.00%,125,4.38,1.12%,0.48%,-2.43%,-2.62%,83.63,87.42,0.38,AA-,6.12%,164.3,266,76.8,321,7,2022/10/21
113646,永吉转债,603058,永吉股份,造纸包装印刷,包装材料,192.176,-1.56%,2.59%,7.42,1.78%,113.4,8.51,120%,87.19,已到,5.48年,3.48年,1.46,209,73.50%,4.70%,4.10%,31,2.79,-9.33%,-9.70%,-15.00%,-15.20%,83.61,82.45,0.58,AA-,6.12%,297.2,418,213.5,421,6,2022/10/21
123144,裕兴转债!,300305,裕兴股份,化工,橡胶塑料,125.53,0.30%,-0.56%,12.28,-0.49%,120.3,13.97,42.80%,87.9,已到,5.47年,3.47年,6,6.9,0.90%,16.90%,14.90%,35,1.91,-0.79%,-1.42%,-5.18%,-5.35%,83.68,87.48,0.53,AA-,6.12%,163.2,249,75.7,304,5,2022/10/21
127059,永东转2!,2753,永东股份,化工,化工,130.543,-0.63%,-1.35%,8.31,-3.26%,120.5,8.65,35.90%,96.07,已到,5.46年,3.46年,3.8,5.4,1.10%,12.20%,11.70%,31,1.48,-1.48%,-2.11%,-6.17%,-6.35%,83.91,87.71,0.61,AA-,6.12%,165,275,77.3,326,6,2022/10/21
123143,胜蓝转债!,300843,胜蓝股份,电子,元器件制造,218.8,-0.41%,0.24%,17.85,-0.34%,117.5,23.33,186%,76.51,已到,5.44年,3.44年,3.3,2199,297%,12.40%,9.50%,27,2.74,-11.00%,-11.40%,-10.30%,-10.40%,84.02,85.66,0.51,AA-,6.12%,361.1,425,275.4,428,8,2022/10/21
111004,明新转债!,605068,明新旭腾,汽车,零部件制造,129.93,-1.69%,1.18%,23.22,-0.85%,121,24.51,37.10%,94.74,已到,5.43年,3.43年,6.73,14,1.60%,17.40%,16.50%,39,2.26,-1.33%,-1.97%,-6.07%,-6.26%,84.1,88.23,0.59,AA-,6.12%,165.1,277,76.9,323,6,2022/10/21
113058,友发转债!,601686,友发集团,钢铁,钢铁行业,114.829,-0.52%,0.37%,5.86,-0.34%,117.1,6.73,31.90%,87.07,已到,5.43年,3.43年,20,10,0.40%,23.90%,20.80%,84,1.37,0.37%,-0.19%,-2.84%,-3.02%,90.01,94.91,0.45,AA,4.02%,142.6,55,47.7,82,4,2022/10/21
113643,风语转债!,603466,风语筑,建筑,装饰工程,114.396,-0.14%,-0.52%,9.81,-1.90%,120.3,15.26,77.90%,64.29,已到,5.42年,3.42年,5,1.7,0.30%,8.50%,5.50%,59,2.04,0.95%,0.30%,-2.74%,-2.93%,83.91,87.72,0.35,AA-,6.12%,164.5,269,76.8,320,13,2022/10/21
113057,中银转债,601881,中国银河,金融,证券行业,118.676,-0.11%,-0.69%,9.55,-1.55%,110,9.93,23.40%,96.17,已到,5.42年,无权,78,133,1.40%,8.10%,7.70%,968,1.14,-1.41%,-1.74%,无权,无权,无权,92.4,0.52,AAA,3.32%,141.2,50,48.8,97,10,2022/10/21
113056,重银转债!,601963,重庆银行,金融,银行行业,99.726,0.02%,-0.06%,6.79,-0.15%,115.8,10.89,59.90%,62.35,已到,5.41年,无权,130,61,0.50%,55.10%,34.40%,236,0.54,2.85%,2.31%,无权,无权,无权,97.36,0.27,AAA,3.32%,137.1,29,39.7,35,16,2022/10/21
118007,山石转债,688030,山石网科,计算机及应用,软件开发,137.232,-1.17%,1.73%,21.07,1.01%,120.6,24.52,59.70%,85.93,已到,5.41年,3.41年,2.67,151,40.80%,7.00%,6.10%,38,2.67,-2.41%,-3.04%,-7.40%,-7.61%,81.69,83.47,0.56,A+,7.22%,188.5,385,105.1,397,11,2022/10/21
127058,科伦转债!,2422,科伦药业,医药,化学制药,155.144,-0.53%,1.81%,25.55,1.71%,112.5,16.65,1.10%,153.45,已到,5.40年,3.40年,30,460,9.90%,8.30%,12.70%,362,2.6,-5.86%,-6.24%,-10.60%,-10.70%,91.11,93.6,0.74,AA+,3.52%,156.8,179,63.2,205,4,2022/10/21
123142,申昊转债!,300853,申昊科技,机械装备制造,机器人及工业自动化,122.617,0.26%,-1.06%,25.46,-1.47%,116,34.11,64.30%,74.64,已到,5.40年,3.40年,5.5,3.8,0.60%,14.70%,11.00%,37,2.95,-1.04%,-1.56%,-4.55%,-4.75%,81.29,80.26,0.55,A+,7.22%,170.6,319,89.3,375,7,2022/10/21
118006,阿拉转债,688179,阿拉丁,化工,其他,129.726,-2.31%,2.25%,39.5,-0.10%,121.6,45.23,48.50%,87.33,已到,5.39年,3.39年,3.87,184,36.20%,6.90%,6.10%,56,6.38,-1.22%,-1.89%,-5.95%,-6.17%,81.8,84.26,0.56,A+,7.22%,172.1,329,87.9,371,11,2022/10/21
123141,宏丰转债!,300283,温州宏丰,电子,元器件制造,125.398,-0.62%,0.51%,5.34,-0.19%,121.7,6.88,61.60%,77.62,已到,5.39年,3.39年,3.21,14,3.40%,13.80%,10.70%,23,2.86,-0.57%,-1.24%,-5.01%,-5.24%,79.26,80.34,0.59,A,8.22%,173.2,337,92.8,379,11,2022/10/21
123140,天地转债,300743,天地数码,电子,电子产品,155.58,-2.82%,1.91%,11.36,-1.39%,118.4,12.32,68.70%,92.21,已到,5.39年,3.39年,1.72,273,101%,10.90%,10.10%,16,4.06,-5.05%,-5.59%,-10.40%,-10.60%,79.25,78.2,0.66,A,8.22%,219,405,139.7,408,9,2022/10/21
123139,铂科转债,300811,铂科新材,电子,元器件制造,144.993,-0.55%,1.64%,99.5,1.52%,121.5,76,10.70%,130.92,已到,5.38年,3.38年,4.3,70,11.10%,4.10%,5.40%,104,9.72,-3.30%,-3.94%,-8.92%,-9.12%,81.77,84.24,0.71,A+,7.22%,159.1,206,74.8,296,9,2022/10/21
111003,聚合转债!,605166,聚合顺,化工,化工,131.787,-2.25%,2.81%,14.13,0.93%,121,14.42,34.50%,97.99,已到,5.37年,3.37年,2.04,87,32.00%,4.60%,4.50%,45,3.09,-1.61%,-2.26%,-6.55%,-6.74%,84.42,88.56,0.6,AA-,6.12%,165.6,279,77,324,9,2022/10/21
127057,盘龙转债,2864,盘龙药业,医药,中药,219.99,-0.46%,-0.27%,35.88,-1.05%,121.5,26.41,61.90%,135.86,已到,5.36年,3.36年,2.76,2466,403%,8.90%,12.00%,31,3.79,-10.70%,-11.30%,-10.60%,-10.70%,81.98,84.38,0.69,A+,7.22%,304.1,421,219.7,422,8,2022/10/21
113055,成银转债,601838,成都银行,金融,银行行业,123.663,-0.19%,0.12%,15.12,-0.13%,111.2,13.9,13.70%,108.78,已到,5.36年,无权,70,38,0.40%,12.60%,13.70%,557,1.14,-1.99%,-2.36%,无权,无权,无权,93.59,0.59,AAA,3.32%,138.5,36,45,65,5,2022/10/21
123138,丝路转债!,300556,丝路视觉,计算机及应用,其他,123.8,-0.57%,1.19%,17.91,1.42%,121.7,26.61,83.90%,67.31,已到,5.36年,3.36年,2.4,20,6.60%,11.20%,7.50%,21,2.69,-0.33%,-1.01%,-4.72%,-4.95%,82.1,84.57,0.44,A+,7.22%,180.3,367,95.7,382,13,2022/10/21
113642,上22转债!!*,603185,上机数控,能源电力,太阳能,130.513,-0.66%,0.17%,134.19,-0.50%,117.1,102.4,-0.40%,131.04,已到,19天,无权,13,514,29.80%,2.50%,3.20%,531,5.16,,,无权,无权,无权,99.95,1,AA-,5.04%,130,10,30,10,6,2022/10/21
