转债代码,转债名称,股票代码,股票名称,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌.1,剩余本息,转股价格,转股溢价率,转股价值,距离转股日,剩余年限,回售年限,转债余额,转债成交额,转债换手率,余额/市值,余额/股本,股票市值,P/B,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,老式双低,老式排名,新式双低,新式排名,热门度,日期
127029,中钢转债,928,中钢国际,建筑,建筑工程,121.783,0.56%,-1.62%,5.25,-2.23%,117.3,5.54,28.5%,94.77,已到,4.40年,2.40年,8.19,24.0,2.4%,12.2%,11.5%,67,1.08,-0.86%,-1.54%,-6.43%,-6.62%,94.67,101.98,0.47,AA+,3.29%,148.8,110,46.8,89,13,2022-10-24
123142,申昊转债!,300853,申昊科技,机械装备,机器人及,121.398,-0.99%,0.50%,25.23,-0.90%,116.0,34.11,64.1%,73.97,已到,5.39年,3.39年,5.5,1.2,0.2%,14.8%,11.0%,37,2.92,-0.86%,-1.37%,-4.29%,-4.49%,81.36,80.35,0.54,A+,7.21%,168.8,319,87.5,375,7,2022-10-24
123054,思特转债!,300608,思特奇,通信互联,通信设备,124.5,-1.03%,0.53%,8.01,-1.35%,120.5,10.46,62.6%,76.58,已到,3.62年,1.62年,2.07,15.0,5.8%,10.3%,7.9%,20,2.37,-0.92%,-1.87%,-9.91%,-10.2%,93.43,98.41,0.37,AA-,5.89%,172.4,342,74.0,302,23,2022-10-24
123130,设研转债,300732,设研院,建筑,建筑工程,122.56,-1.27%,0.11%,9.12,-2.15%,117.1,9.26,24.4%,98.49,已到,5年16天,3年16天,3.76,35.0,7.6%,12.7%,12.5%,30,1.11,-0.92%,-1.50%,-5.14%,-5.34%,91.43,96.42,0.54,AA,4.01%,146.6,94,50.2,108,11,2022-10-24
118006,阿拉转债,688179,阿拉丁,化工,其他,127.67,-1.58%,0.48%,38.72,-1.97%,121.6,45.23,49.1%,85.61,已到,5.39年,3.39年,3.87,112.0,22.4%,7.1%,6.1%,55,6.26,-0.92%,-1.59%,-5.53%,-5.75%,81.87,84.35,0.56,A+,7.21%,169.7,326,85.4,364,11,2022-10-24
123091,长海转债,300196,长海股份,其他,非金属矿,120.449,-1.24%,0.11%,13.46,-3.10%,115.9,15.99,43.1%,84.18,已到,4年58天,2年58天,5.5,6.2,0.9%,10.0%,8.4%,55,1.46,-0.94%,-1.61%,-6.41%,-6.66%,94.92,99.62,0.36,AA,3.79%,156.7,191,57.1,159,6,2022-10-24
113535,大业转债!!,603278,大业股份,汽车,零部件制,113.129,-0.43%,0.27%,7.6,-1.55%,111.5,12.29,82.9%,61.84,已到,1.54年,回售内,5.0,4.7,0.8%,22.7%,14.0%,22,1.29,-0.95%,-2.29%,回售内,回售内,100.25,105.69,0.1,AA,3.58%,164.4,281,58.7,172,45,2022-10-24
123152,润禾转债,300727,润禾材料,化工,化工,131.4,-0.77%,0.14%,27.69,-1.04%,124.5,29.27,38.9%,94.6,3月4天,5.74年,4.74年,2.92,14.0,3.5%,8.3%,7.9%,35,4.9,-0.95%,-1.65%,-4.16%,-4.41%,76.52,84.24,0.61,A+,7.21%,168.2,310,84.0,359,4,2022-10-24
113532,海环转债!,603817,海峡环保,城市公用,三废处理,113.904,-0.89%,0.06%,6.15,-2.54%,111.3,7.32,35.6%,84.02,已到,2.43年,0.43年,4.59,13.0,2.4%,14.0%,11.7%,33,1.36,-0.96%,-1.80%,-18.6%,-19.1%,99.68,102.33,0.33,AA,3.58%,143.8,72,41.5,55,37,2022-10-24
123147,中辰转债,300933,中辰股份,能源电力,电力设备,126.7,-1.09%,0.34%,8.28,-1.19%,120.1,7.78,19.0%,106.43,42天,5.60年,3.60年,5.71,14.0,1.9%,15.0%,16.0%,38,2.73,-0.97%,-1.57%,-5.28%,-5.45%,82.90,86.69,0.63,AA-,6.11%,147.0,100,60.3,190,6,2022-10-24
127039,北港转债,582,北部湾港,机场高速,港口,118.0,0.37%,-0.89%,7.08,-1.26%,112.8,8.17,36.2%,86.66,已到,4.68年,2.68年,17.6,19.0,0.9%,14.1%,12.2%,125,1.02,-0.98%,-1.47%,-4.60%,-4.81%,94.81,98.11,0.41,AAA,3.09%,149.3,118,51.2,112,12,2022-10-24
113602,景20转债!,603228,景旺电子,电子,元器件制,116.661,-0.87%,0.61%,20.27,-0.93%,112.3,27.1,56.0%,74.8,已到,3.83年,1.83年,17.8,15.0,0.7%,10.4%,7.8%,172,2.39,-1.01%,-1.58%,-6.17%,-6.42%,95.49,97.65,0.28,AA,3.79%,158.5,210,60.9,196,9,2022-10-24
113619,世运转债!,603920,世运电路,电子,元器件制,120.025,-1.21%,0.95%,15.44,-0.71%,114.9,19.32,50.2%,79.92,已到,4.24年,2.24年,10.0,24.0,2.0%,12.2%,9.7%,82,3.27,-1.05%,-1.66%,-6.07%,-6.31%,94.64,98.48,0.37,AA,3.79%,160.1,237,61.6,207,6,2022-10-24
118012,微芯转债,688321,微芯生物,医药,化学制药,128.999,-0.28%,-1.32%,22.83,-2.69%,121.5,25.36,43.3%,90.02,2月18天,5.69年,3.69年,5.0,4.5,0.7%,5.3%,4.8%,94,6.62,-1.07%,-1.70%,-5.38%,-5.58%,80.05,82.48,0.6,A+,7.21%,168.0,305,85.5,366,4,2022-10-24
127071,天箭转债!,3009,中天火箭,航空航天,航空航天,119.33,-0.03%,1.21%,42.38,2.79%,112.2,53.11,49.5%,79.8,4月5天,5.82年,3.82年,4.95,40.0,6.7%,7.5%,6.0%,66,4.63,-1.07%,-1.44%,-3.70%,-3.83%,89.55,92.02,0.42,AA+,3.51%,158.9,214,66.8,245,2,2022-10-24
128137,洁美转债,2859,洁美科技,电子,元器件制,122.08,-1.07%,1.47%,23.24,0.91%,116.9,27.43,44.1%,84.72,已到,4年9天,2年9天,5.99,11.0,1.5%,6.3%,5.3%,95,4.48,-1.09%,-1.82%,-7.36%,-7.63%,91.34,93.34,0.44,AA-,5.89%,159.4,221,66.1,239,6,2022-10-24
110083,苏租转债,600901,江苏租赁,金融,其他,116.74,-1.61%,0.58%,4.86,-2.02%,110.5,5.07,21.8%,95.86,已到,5年16天,无权,50.0,14.0,0.2%,34.4%,33.0%,145,1.01,-1.10%,-1.47%,无权,无权,无权,93.97,0.51,AAA,3.31%,137.6,35,43.6,68,9,2022-10-24
111004,明新转债!,605068,明新旭腾,汽车,零部件制,128.505,-1.10%,0.72%,23.07,-0.65%,121.0,24.51,36.5%,94.12,已到,5.43年,3.43年,6.73,12.0,1.3%,17.5%,16.5%,38,2.25,-1.12%,-1.77%,-5.79%,-5.98%,84.17,88.31,0.59,AA-,6.11%,162.9,265,74.6,310,6,2022-10-24
127059,永东转2!,2753,永东股份,化工,化工,128.0,-1.95%,1.23%,8.21,-1.20%,120.5,8.65,34.9%,94.91,已到,5.45年,3.45年,3.8,9.0,1.8%,12.3%,11.7%,31,1.46,-1.12%,-1.75%,-5.67%,-5.85%,83.98,87.8,0.6,AA-,6.11%,161.1,246,73.3,297,6,2022-10-24
127063,贵轮转债,589,贵州轮胎,汽车,零部件制,122.31,-1.16%,1.03%,4.33,-0.23%,115.1,4.6,29.9%,94.13,3.0天,5.49年,3.49年,18.0,15.0,0.7%,36.2%,34.1%,50,0.82,-1.12%,-1.60%,-4.47%,-4.65%,89.85,93.14,0.53,AA,4.01%,150.5,133,57.4,160,4,2022-10-24
113655,欧22转债,603833,欧派家居,其他,家居用品,124.863,-3.13%,0.97%,93.0,-6.06%,117.1,125.46,68.4%,74.13,3月21天,5.78年,3.78年,20.0,66.0,2.6%,3.5%,2.6%,567,3.91,-1.12%,-1.63%,-4.66%,-4.82%,88.84,93.68,0.36,AA,4.01%,175.6,358,81.9,353,1,2022-10-24
128144,利民转债!,2734,利民股份,化工,农化,119.49,-0.88%,0.18%,9.26,-1.70%,113.8,11.2,44.5%,82.68,已到,4.35年,2.35年,9.79,5.5,0.5%,28.4%,23.5%,34,1.35,-1.13%,-1.69%,-5.94%,-6.12%,93.47,97.07,0.41,AA,3.79%,156.3,184,59.2,175,7,2022-10-24
128035,大族转债!!,2008,大族激光,机械装备,专用设备,108.196,-0.70%,0.69%,27.24,-2.68%,106.6,51.79,106%,52.6,已到,1.28年,回售内,23.0,15.0,0.6%,8.0%,4.2%,287,2.11,-1.16%,-2.13%,回售内,回售内,103.00,102.58,0.0,AA+,3.08%,163.8,276,60.8,194,19,2022-10-24
113057,中银转债,601881,中国银河,金融,证券行业,117.099,-1.33%,0.31%,9.36,-1.99%,110.0,9.93,24.2%,94.26,已到,5.41年,无权,78.0,146.0,1.6%,8.2%,7.7%,949,1.12,-1.17%,-1.50%,无权,无权,无权,92.47,0.51,AAA,3.31%,139.9,49,47.5,93,10,2022-10-24
113059,福莱转债!,601865,福莱特,能源电力,太阳能,124.868,-1.17%,0.18%,31.84,-2.93%,117.1,43.94,72.3%,72.46,34天,5.57年,3.57年,40.0,28.0,0.6%,5.9%,4.2%,684,5.31,-1.17%,-1.70%,-4.92%,-5.09%,89.58,94.46,0.34,AA,4.01%,177.3,364,82.8,354,3,2022-10-24
110084,贵燃转债!,600903,贵州燃气,石油天然,天然气,122.258,-0.63%,0.08%,7.88,-0.88%,115.1,7.18,11.4%,109.75,已到,5.17年,3.17年,9.99,60.0,4.9%,11.1%,12.2%,90,3.33,-1.18%,-1.69%,-4.88%,-5.07%,90.98,94.31,0.62,AA,4.01%,134.8,23,40.5,49,19,2022-10-24
113545,金能转债,603113,金能科技,煤炭,焦化,117.354,-1.77%,1.13%,8.97,-1.64%,113.3,10.08,31.9%,88.99,已到,2.97年,0.97年,9.87,39.0,3.4%,12.9%,11.4%,77,0.88,-1.19%,-1.99%,-11.5%,-11.7%,97.82,102.22,0.39,AA,3.58%,145.7,83,43.5,66,12,2022-10-24
113050,南银转债,601009,南京银行,金融,银行行业,117.242,-1.98%,0.67%,10.19,-2.39%,111.0,9.64,10.9%,105.71,已到,4.64年,无权,167.0,288.0,1.5%,15.8%,16.7%,1054,0.89,-1.19%,-1.62%,无权,无权,无权,96.6,0.55,AAA,3.09%,128.8,10,32.2,19,10,2022-10-24
127049,希望转2,876,新 希 望,农业,畜牧业,118.0,-2.15%,0.75%,13.78,-2.75%,111.2,14.4,23.3%,95.69,已到,5年7天,3年7天,81.4,131.0,1.4%,13.0%,12.5%,625,2.64,-1.19%,-1.60%,-4.24%,-4.40%,92.80,94.69,0.51,AAA,3.31%,140.3,50,45.6,78,13,2022-10-24
113654,永02转债,603901,永创智能,机械装备,专用设备,126.487,-1.69%,1.19%,13.49,-0.81%,118.2,14.07,31.9%,95.88,3月18天,5.77年,3.77年,6.11,11.0,1.4%,9.3%,8.9%,66,2.96,-1.19%,-1.72%,-4.99%,-5.15%,82.11,84.43,0.62,AA-,6.11%,157.1,196,72.7,288,1,2022-10-24
113013,国君转债!,601211,国泰君安,金融,证券行业,105.885,-1.01%,0.83%,13.45,-2.25%,105.0,17.77,39.9%,75.69,已到,0.70年,无权,69.9,128.0,1.7%,5.8%,4.4%,1198,0.88,-1.20%,-2.54%,无权,无权,无权,103.3,0.08,AAA,2.37%,136.1,30,32.8,20,13,2022-10-24
113049,长汽转债!,601633,长城汽车,汽车,乘用车,116.618,-1.46%,2.43%,27.05,2.93%,110.3,38.14,64.4%,70.92,已到,4.62年,2.62年,35.0,69.0,1.7%,1.4%,1.0%,2477,3.49,-1.21%,-1.62%,-4.69%,-4.82%,93.79,96.0,0.33,AAA,3.09%,162.3,259,66.3,240,9,2022-10-24
123011,德尔转债!!,300473,德尔股份,汽车,零部件制,116.228,-1.33%,1.21%,16.25,-2.34%,113.8,29.76,113%,54.6,已到,1.73年,回售内,2.51,5.6,1.9%,10.3%,5.6%,24,1.09,-1.23%,-2.63%,回售内,回售内,100.30,103.53,0.05,AA-,5.68%,177.9,365,74.3,307,40,2022-10-24
123133,佩蒂转债!,300673,佩蒂股份,食品饮料,食品加工,128.34,-2.67%,1.35%,20.85,-1.97%,120.5,17.83,9.8%,116.94,已到,5年57天,3年57天,7.2,64.0,6.9%,13.6%,15.9%,53,3.1,-1.24%,-1.91%,-6.23%,-6.43%,85.45,89.34,0.67,AA-,6.11%,139.7,47,50.4,109,9,2022-10-24
128133,奇正转债!,2287,奇正藏药,医药,中药,122.072,-1.25%,0.19%,22.54,-2.42%,116.3,24.19,31.0%,93.18,已到,3.91年,1.91年,7.99,13.0,1.3%,6.7%,6.2%,120,4.05,-1.25%,-1.97%,-7.98%,-8.22%,95.21,100.82,0.44,AA,3.79%,151.0,136,50.1,106,22,2022-10-24
113588,润达转债!,603108,润达医疗,医药,医疗器械,118.594,-0.99%,-0.12%,10.8,-3.05%,113.3,13.25,45.5%,81.51,已到,3.64年,1.64年,5.5,43.0,6.5%,8.8%,7.2%,63,1.78,-1.27%,-1.92%,-7.64%,-7.90%,96.15,99.21,0.37,AA,3.79%,155.7,178,56.5,153,16,2022-10-24
113047,旗滨转债!,601636,旗滨集团,建筑,玻璃,120.42,-2.61%,1.98%,8.83,-1.89%,113.8,12.01,63.8%,73.52,已到,4.45年,2.45年,15.0,26.0,1.4%,6.3%,4.7%,237,1.98,-1.28%,-1.82%,-6.06%,-6.22%,94.03,98.73,0.34,AA+,3.29%,167.3,301,68.6,257,9,2022-10-24
113591,胜达转债!,603687,大胜达,造纸包装,包装用纸,127.198,-2.23%,-0.02%,11.01,-3.51%,121.0,8.74,1.0%,125.97,已到,3.68年,1.68年,4.74,95.0,15.7%,10.3%,13.0%,46,2.42,-1.37%,-2.33%,-10.9%,-11.1%,92.66,98.43,0.64,AA-,5.89%,128.4,9,30.0,13,45,2022-10-24
123048,应急转债!,300527,中船应急,机械装备,专用设备,117.7,-0.98%,0.98%,6.84,0.00%,112.3,8.86,52.5%,77.2,已到,3.46年,1.46年,3.79,17.0,3.8%,5.8%,4.4%,66,2.46,-1.38%,-2.01%,-8.05%,-8.35%,97.58,100.65,0.29,AA+,3.29%,158.2,207,57.6,161,18,2022-10-24
111003,聚合转债!,605166,聚合顺,化工,化工,130.152,-1.24%,0.94%,14.06,-0.50%,121.0,14.42,33.5%,97.5,已到,5.36年,3.36年,2.04,60.0,22.3%,4.6%,4.5%,44,3.07,-1.38%,-2.03%,-6.23%,-6.42%,84.48,88.64,0.6,AA-,6.11%,162.8,263,74.2,305,9,2022-10-24
123120,隆华转债,300263,隆华科技,机械装备,通用设备,128.873,-0.87%,-0.07%,7.35,-1.74%,120.7,7.75,35.9%,94.84,已到,4.76年,2.76年,7.98,17.0,1.6%,12.0%,11.4%,66,2.21,-1.39%,-2.12%,-7.21%,-7.43%,87.85,92.45,0.54,AA-,5.89%,162.9,266,70.5,274,7,2022-10-24
113648,巨星转债!,603477,巨星农牧,农业,畜牧业,124.804,-2.14%,-2.81%,23.37,-8.24%,115.75,25.24,34.8%,92.59,6.0天,5.50年,3.50年,10.0,112.0,9.0%,8.5%,7.8%,118,3.94,-1.39%,-1.88%,-4.93%,-5.12%,83.78,84.14,0.6,AA-,6.11%,157.0,195,72.9,290,4,2022-10-24
123149,通裕转债,300185,通裕重工,机械装备,通用设备,126.8,0.03%,-0.23%,2.62,-0.38%,117.1,2.77,34.1%,94.58,2月2天,5.65年,3.65年,14.8,16.0,0.8%,14.5%,13.8%,102,1.57,-1.42%,-1.94%,-5.19%,-5.36%,89.28,94.15,0.52,AA,4.01%,159.0,215,64.9,228,2,2022-10-24
127070,大中转债,1203,大中矿业,钢铁,铁矿石,127.27,-0.19%,1.07%,12.16,1.59%,117.1,11.36,18.9%,107.04,4月1天,5.81年,3.81年,15.2,794.0,40.9%,8.3%,8.9%,183,3.19,-1.45%,-1.95%,-5.08%,-5.24%,88.72,93.56,0.56,AA,4.01%,147.5,103,53.9,136,1,2022-10-24
128075,远东转债,2406,远东传动,汽车,零部件制,118.18,-1.19%,0.95%,4.72,-0.63%,113.3,5.21,30.4%,90.6,已到,2.91年,0.91年,5.44,8.9,1.4%,18.5%,16.7%,29,0.9,-1.46%,-2.27%,-12.7%,-13.0%,98.02,102.43,0.39,AA,3.58%,145.8,84,43.3,63,19,2022-10-24
127050,麒麟转债!,2984,森麒麟,汽车,零部件制,124.01,-1.41%,1.53%,25.6,0.35%,115.1,34.68,68.0%,73.82,已到,5年16天,3年16天,22.0,14.0,0.5%,13.2%,9.8%,166,2.44,-1.50%,-2.02%,-5.49%,-5.69%,91.43,94.78,0.34,AA,4.01%,174.2,353,79.4,341,5,2022-10-24
110079,杭银转债!,600926,杭州银行,金融,银行行业,119.955,-2.31%,-0.22%,13.27,-4.81%,112.2,12.64,14.3%,104.98,已到,4.42年,无权,150.0,305.0,1.7%,19.1%,20.0%,787,1.04,-1.52%,-2.01%,无权,无权,无权,98.29,0.53,AAA,3.09%,134.9,25,36.6,30,13,2022-10-24
123112,万讯转债,300112,万讯自控,机械装备,专用设备,132.759,0.27%,0.32%,9.82,1.03%,124.0,8.73,18.0%,112.49,已到,4.45年,2.45年,2.45,105.0,31.9%,8.7%,9.8%,28,2.59,-1.55%,-2.43%,-9.01%,-9.26%,89.60,96.68,0.57,AA-,5.89%,153.0,156,56.3,152,20,2022-10-24
123158,宙邦转债,300037,新宙邦,能源电力,电力设备,126.16,-2.95%,2.47%,43.63,-0.86%,115.1,42.77,23.7%,102.01,5月6天,5.92年,3.92年,19.7,1274.0,51.0%,6.1%,6.2%,324,4.28,-1.56%,-2.01%,-4.74%,-4.90%,88.34,91.57,0.56,AA,4.01%,150.3,131,58.7,173,1,2022-10-24
127040,国泰转债,2091,江苏国泰,商业零售,商业零售,121.0,-2.51%,0.77%,8.72,-3.33%,112.3,8.77,21.7%,99.43,已到,4.70年,2.70年,39.9,86.0,1.8%,28.1%,27.9%,142,1.27,-1.60%,-2.06%,-5.56%,-5.73%,93.75,96.7,0.52,AA+,3.29%,142.6,67,45.9,79,17,2022-10-24
127060,湘佳转债,2982,湘佳股份,农业,畜牧业,124.7,-0.42%,-1.66%,41.04,-3.07%,114.2,42.56,29.3%,96.43,已到,5.48年,3.48年,6.4,25.0,3.1%,15.3%,14.8%,42,2.59,-1.61%,-2.07%,-5.17%,-5.31%,79.94,78.45,0.68,A+,7.21%,153.0,154,73.0,293,4,2022-10-24
113516,苏农转债!,603323,苏农银行,金融,银行行业,115.049,-2.37%,1.15%,4.79,-3.43%,111.8,5.21,25.1%,91.94,已到,1.77年,无权,12.9,28.0,1.9%,14.9%,13.7%,86,0.64,-1.62%,-2.81%,无权,无权,无权,106.01,0.36,AA+,3.08%,138.2,39,32.1,18,21,2022-10-24
123098,一品转债,300723,一品红,医药,医药行业,132.29,-1.98%,1.13%,27.05,-1.46%,123.6,25.31,23.8%,106.87,已到,4.26年,2.26年,4.24,25.0,4.3%,5.4%,5.8%,78,4.0,-1.62%,-2.52%,-9.70%,-9.93%,90.23,97.39,0.58,AA-,5.89%,157.7,200,60.3,191,12,2022-10-24
123119,康泰转2!,300601,康泰生物,医药,生物制药,126.0,-1.56%,-0.93%,30.91,-5.21%,116.8,33.66,37.2%,91.83,已到,4.72年,2.72年,20.0,69.0,2.8%,5.8%,5.3%,346,3.97,-1.62%,-2.23%,-6.70%,-6.89%,92.87,98.31,0.48,AA,3.79%,160.2,238,61.9,208,15,2022-10-24
111006,嵘泰转债,605133,嵘泰股份,汽车,零部件制,132.199,-0.29%,0.76%,29.07,0.80%,120.3,31.18,41.8%,93.23,3月25天,5.79年,3.79年,6.51,61.0,7.1%,13.8%,12.9%,47,2.63,-1.64%,-2.23%,-6.00%,-6.16%,82.10,85.85,0.59,AA-,6.11%,171.2,336,85.3,363,1,2022-10-24
123145,药石转债,300725,药石科技,医药,化学制药,126.006,-1.60%,0.06%,77.9,-3.43%,115.1,92.88,50.2%,83.87,1.0天,5.48年,3.48年,11.5,58.0,4.0%,7.4%,6.2%,156,6.7,-1.67%,-2.14%,-5.26%,-5.43%,89.87,93.16,0.45,AA,4.01%,168.1,308,75.0,315,4,2022-10-24
123103,震安转债,300767,震安科技,化工,橡胶塑料,130.0,-1.37%,0.39%,45.61,-1.72%,120.9,47.47,35.3%,96.08,已到,4.38年,2.38年,2.49,11.0,3.2%,2.2%,2.1%,113,8.94,-1.68%,-2.48%,-8.46%,-8.72%,87.82,90.62,0.57,A+,6.99%,163.9,278,73.3,298,9,2022-10-24
113053,隆22转债!,601012,隆基绿能,能源电力,太阳能,121.409,-1.63%,0.28%,45.88,-3.41%,111.2,58.84,55.7%,77.97,已到,5.20年,3.20年,70.0,125.0,1.5%,2.0%,1.6%,3478,6.59,-1.70%,-2.09%,-4.84%,-4.99%,92.27,94.15,0.4,AAA,3.31%,164.8,284,70.7,277,14,2022-10-24
128076,金轮转债!,2722,物产金轮,机械装备,专用设备,119.178,-1.75%,1.26%,12.66,-1.09%,113.3,14.51,36.6%,87.25,已到,2.97年,0.97年,2.14,18.0,7.1%,9.6%,8.4%,22,1.1,-1.71%,-2.50%,-12.6%,-12.9%,95.62,96.4,0.44,AA-,5.68%,151.1,137,54.7,143,40,2022-10-24
128090,汽模转2,2510,天汽模,汽车,零部件制,120.575,-1.57%,1.32%,3.9,-0.51%,114.3,4.23,30.8%,92.2,已到,3.17年,1.17年,3.1,24.0,6.4%,8.4%,7.8%,37,1.93,-1.71%,-2.50%,-10.6%,-10.9%,95.30,95.72,0.49,AA-,5.89%,149.0,112,53.2,126,36,2022-10-24
113055,成银转债,601838,成都银行,金融,银行行业,121.798,-1.51%,0.56%,14.87,-1.65%,111.2,13.9,13.9%,106.98,已到,5.35年,无权,70.0,190.0,2.2%,12.8%,13.7%,548,1.12,-1.71%,-2.08%,无权,无权,无权,93.67,0.57,AAA,3.31%,136.6,33,43.0,60,5,2022-10-24
111002,特纸转债!,605007,五洲特纸,造纸包装,包装用纸,127.742,-1.81%,1.03%,14.6,-1.42%,117.1,14.7,28.6%,99.32,已到,5年43天,3年43天,6.7,8.5,1.0%,11.5%,11.4%,58,2.85,-1.72%,-2.29%,-6.23%,-6.42%,91.16,96.14,0.55,AA,4.01%,156.2,181,60.0,185,7,2022-10-24
128026,众兴转债!!,2772,众兴菌业,农业,种植业,109.92,-0.85%,0.83%,8.33,-0.12%,107.8,11.26,48.6%,73.98,已到,1年48天,回售内,4.09,47.0,10.4%,12.0%,8.9%,34,1.04,-1.73%,-3.00%,回售内,回售内,100.30,101.35,0.11,AA-,5.68%,145.9,87,44.5,70,58,2022-10-24
113045,环旭转债!,601231,环旭电子,电子,电子产品,120.853,-0.72%,2.09%,18.06,2.91%,111.9,19.52,30.6%,92.52,已到,4.36年,1.36年,34.5,57.0,1.4%,8.7%,8.0%,398,3.03,-1.78%,-2.26%,-10.1%,-10.4%,97.86,97.39,0.47,AA+,3.29%,149.2,116,51.3,114,8,2022-10-24
123089,九洲转2!!,300040,九洲集团,能源电力,电力设备,129.796,-1.52%,0.39%,6.37,-1.85%,120.6,5.63,14.7%,113.14,已到,4年56天,2年56天,3.06,33.0,8.4%,8.2%,9.3%,37,1.38,-1.79%,-2.62%,-9.37%,-9.61%,90.77,95.61,0.61,AA-,5.89%,146.4,91,50.8,111,21,2022-10-24
128048,张行转债,2839,张家港行,金融,银行行业,116.48,-2.04%,1.09%,4.36,-2.24%,112.3,4.53,21.0%,96.25,已到,2年17天,无权,25.0,30.0,1.0%,26.4%,25.4%,95,0.76,-1.81%,-2.87%,无权,无权,无权,105.67,0.43,AA+,3.08%,136.7,34,31.0,16,14,2022-10-24
113647,禾丰转债!,603609,禾丰股份,农业,畜牧业,129.401,-1.04%,0.40%,11.89,-1.00%,117.1,10.26,11.7%,115.89,3.0天,5.49年,3.49年,15.0,37.0,1.9%,13.8%,16.0%,109,1.68,-1.83%,-2.36%,-5.95%,-6.12%,89.85,94.75,0.64,AA,4.01%,142.9,71,48.2,95,3,2022-10-24
123035,利德转债!,300296,利亚德,电子,LED制,120.837,-1.35%,0.97%,5.65,-1.22%,114.3,6.91,47.8%,81.77,已到,3年19天,1年19天,7.99,6.2,0.6%,5.6%,4.5%,144,1.75,-1.84%,-2.66%,-12.0%,-12.3%,98.86,103.78,0.31,AA+,3.29%,159.9,233,56.1,150,12,2022-10-24
127028,英特转债!,411,英特集团,医药,医药商业,121.9,-1.66%,-0.13%,11.32,-3.25%,112.8,10.85,16.8%,104.33,已到,4.20年,2.20年,5.98,48.0,6.6%,17.2%,18.0%,35,1.87,-1.87%,-2.41%,-6.82%,-7.06%,95.77,98.76,0.55,AA+,3.29%,139.5,45,40.7,51,32,2022-10-24
113649,丰山转债,603810,丰山集团,化工,农化,133.761,-0.45%,-2.03%,16.35,-3.60%,120.4,13.8,12.9%,118.48,2月8天,5.67年,3.67年,5.0,86.0,12.8%,18.8%,22.3%,27,1.81,-1.87%,-2.47%,-6.46%,-6.63%,82.80,86.57,0.69,AA-,6.11%,149.0,114,62.5,215,6,2022-10-24
113629,泉峰转债!!,603982,泉峰汽车,汽车,零部件制,132.257,-0.73%,1.20%,24.22,0.79%,120.6,22.98,25.5%,105.4,已到,4.89年,2.89年,6.19,104.0,12.5%,12.7%,13.4%,49,2.97,-1.90%,-2.60%,-7.76%,-7.96%,87.05,91.69,0.59,AA-,5.89%,159.1,217,67.4,250,11,2022-10-24
127043,川恒转债!,2895,川恒股份,化工,农化,132.339,-1.97%,1.60%,22.99,-0.61%,120.6,20.7,19.2%,111.06,已到,4.80年,2.80年,10.4,73.0,5.2%,9.1%,10.1%,115,3.06,-1.95%,-2.67%,-8.01%,-8.21%,87.50,92.16,0.61,AA-,5.89%,153.6,160,61.5,205,10,2022-10-24
118009,华锐转债!,688059,华锐精密,机械装备,通用设备,132.891,-0.46%,0.87%,114.91,0.69%,119.1,130.91,51.4%,87.78,2月6天,5.66年,3.66年,4.0,24.0,4.6%,7.9%,6.9%,51,5.48,-1.95%,-2.52%,-6.24%,-6.42%,79.87,80.95,0.6,A+,7.21%,178.0,367,97.1,392,4,2022-10-24
128134,鸿路转债!,2541,鸿路钢构,建筑,其他建材,123.5,-0.48%,0.35%,30.55,-0.29%,114.3,33.22,34.3%,91.96,已到,3.96年,1.96年,15.7,22.0,1.2%,7.5%,6.9%,211,2.88,-1.97%,-2.60%,-8.32%,-8.55%,95.04,98.92,0.45,AA,3.79%,155.0,168,56.1,149,5,2022-10-24
118007,山石转债,688030,山石网科,计算机及,软件开发,134.01,-2.35%,2.91%,21.28,1.00%,120.6,24.52,54.4%,86.79,已到,5.40年,3.40年,2.67,111.0,30.2%,7.0%,6.1%,38,2.7,-1.97%,-2.61%,-6.79%,-7.00%,81.76,83.55,0.57,A+,7.21%,181.2,372,97.7,393,11,2022-10-24
123150,九强转债,300406,九强生物,医药,医疗器械,129.226,-1.43%,1.09%,18.05,-0.55%,115.6,17.63,26.2%,102.38,2月13天,5.68年,3.68年,11.4,22.0,1.5%,10.7%,11.0%,106,3.56,-1.98%,-2.45%,-5.61%,-5.77%,82.71,83.09,0.62,AA-,6.11%,156.1,180,73.0,291,2,2022-10-24
127035,濮耐转债,2225,濮耐股份,钢铁,钢铁行业,122.591,-1.37%,0.58%,4.19,-1.64%,114.1,4.38,28.2%,95.66,已到,3.58年,1.58年,6.26,8.6,1.1%,14.8%,14.1%,42,1.36,-2.02%,-2.71%,-9.62%,-9.89%,96.36,100.15,0.48,AA,3.79%,149.5,121,49.4,102,12,2022-10-24
127052,西子转债!,2534,西子洁能,机械装备,通用设备,128.0,0.64%,1.71%,18.92,4.24%,115.1,18.8,27.2%,100.64,已到,5年59天,3年59天,11.1,77.0,5.4%,7.9%,8.0%,140,4.04,-2.07%,-2.58%,-6.20%,-6.39%,91.01,94.34,0.55,AA,4.01%,155.4,172,61.0,199,8,2022-10-24
